claim_id,evidence_rank,citation,evidence_type,source_url,evidence_excerpt
6d40b2196b44f01e:C04,5,91 FR 44983,agency_explanation,,"DHS is aware that the F-1 program is subject to fraud, exploitation, and abuse. Since 2008, multiple school owners and others have been criminally prosecuted for ""pay-to-stay"" fraud, in which school officials, in return for cash payments, falsely report that F-1 students who do not attend school are maintaining their student status.[^60] In some cases, convicted school owners operated multiple schools and transferred students among them to conceal the fraud.[^61] DHS is also concerned that DSOs at these schools were complicit in these abuses; some DSOs intentionally recorded a student's status inaccurately.[^62] Further, DSOs have issued program extensions to students who did not have compelling medical or academic reasons for failing to complete their program by its end date and DHS continues to observe F-1 students enrolling in schools for extended periods of time. For example, DHS previously identified in the NPRM a nonimmigrant who was an F-1 student at a dance school from 1991-2021. Although the reported normal length of the dance program is 5 years, the school issued 17 program extensions between 2003 (when the use of SEVIS was mandated) and 2020, claiming that the student needed more time despite nearly 30 years of enrollment. The student subsequently transferred to an English language training program at another school with a program start date in November 2022, despite more than 30 years in the United States as an F-1 student. She remained enrolled there until December 2025, when she transferred to another school to commence additional language training with a program start date of January 19, 2026, and a program end date of January 19, 2029. She has been an F-1 student for approximately 35 years. If she remains at the school through the current program end date, she will have spent nearly 38 years in the United States in F-1 status.[^63] In another case, DHS also identified a nonimmigrant who has been in F-1 student status for more than 18 years since he enrolled in an English language training program that began on April 21, 2008. He has enrolled in four language training programs, four bachelor's programs, and is currently enrolled in a master's in theology/theological studies program with a program end date in August 2027.[^64] Another student who was enrolled at the same school from 2009 to 2020 and had been an F-1 student since 2005, was granted 14 program extensions. DHS also identified three F-1 students in doctoral programs that have taken over 20 years to complete their programs, and 5 F-1 students at community colleges have been enrolled in associate degree programs for periods in excess of 5 years--some for as long as a decade.[^65] There are also examples where some DSOs permitted students who failed to maintain status to transfer to another school rather than apply for reinstatement.[^66] Beyond cases publicly identified by DHS and the U.S. Department of Justice (DOJ), DHS is concerned about cases where DSOs were not aware of status violations by students."
6d40b2196b44f01e:C04,6,91 FR 45120,procedural,,"Under the Paperwork Reduction Act of 1995, Public Law 104-13, 109 Stat. 163 (1995) (PRA), all Departments are required to submit to OMB, for review and approval, any reporting or recordkeeping requirements inherent in a rule. To conform with the requirements set forth by the PRA, on August 28, 2025, at 90 FR 42070, DHS, USCIS and ICE requested comments on the following information collections. Several comments were received on these information collections during the comment period. ICE responded to these comments above in Section IV above. Each of the forms will require non-substantive edits to comply with this rulemaking. Accordingly, ICE has submitted PRA Change Worksheet, Form OMB 83-C, and amended information collection instruments to OMB for review and approval in accordance with the PRA. Any change in the number of respondents and public burden is reflected below. At this time, the following forms are not open for comment."
6d40b2196b44f01e:C02,1,90 FR 42072,agency_explanation,,"Striking all references to D/S for F, J, and I nonimmigrants;"
6d40b2196b44f01e:C02,2,8 CFR 214.1(m)(1),regulatory_text,,"(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Aliens with F or J status who are properly maintaining their status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE] and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], plus the departure period of 60 days for F nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 120 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], and 30 days for J nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 90 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
6d40b2196b44f01e:C02,3,8 CFR 214.2(i)(3)(ii),regulatory_text,,"(ii) Foreign nationals travelling on a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders). An alien who presents a passport from the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders), may be admitted until the activities or assignments consistent with the I classification are completed, not to exceed 90 days."
6d40b2196b44f01e:C02,4,90 FR 42081,agency_explanation,,"However, certain nonimmigrant classifications, including F academic students, J exchange visitors, and I representatives of foreign information media, and their dependents, may be admitted into the United States for D/S instead of a period of time with a specific departure date. DHS is proposing changes to the admission provisions for these particular nonimmigrant classifications, including replacing admissions for ""duration of status"" with a fixed admission period. This would enable immigration officers to independently and directly verify the continued eligibility of foreign visitors in F, J, or I nonimmigrant status. It would also require aliens who fall under certain criteria to apply more frequently for additional admission periods."
6d40b2196b44f01e:C02,5,90 FR 42085,agency_explanation,,"DHS believes that this transition proposal would not be unreasonably burdensome on F and J nonimmigrants, and it would enable DHS to transition F and J nonimmigrants without unduly burdening nonimmigrants, USCIS, or CBP. Many would be able to complete their programs per the terms of their initial admission (D/S) using the original program end date as an expiration of their authorized period of stay. DHS would grant such periods, which include an additional 60 days for F nonimmigrants and 30 days for J nonimmigrants as provided in their previous admission, automatically without an application or fee. With this option, DHS believes that the majority of F and J nonimmigrants will be shifted to a fixed period of admission of 4 years or less, except for some F-1 students and J-1 exchange visitors. For example, J-1 research scholars and alien physicians who have program end dates for up to 5 or 7 years respectively, would need to apply for an EOS before the 4-year maximum period of stay expires, i.e., the date that falls 4 years after the rule becomes effective."
6d40b2196b44f01e:C03,1,8 CFR 214.2(i)(3)(ii),regulatory_text,,"(ii) Foreign nationals travelling on a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders). An alien who presents a passport from the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders), may be admitted until the activities or assignments consistent with the I classification are completed, not to exceed 90 days."
6d40b2196b44f01e:C03,2,8 CFR 214.2(f)(5)(i),regulatory_text,,"(5) Period of Stay--(i) General. An F-1 student is admitted for a fixed period of time, which is the period necessary to complete the course of study indicated on the Form I-20, or successor form, not to exceed a period of 4 years, plus additional times noted in this paragraph. A continuing F-1 student may be granted additional time following the completion of studies to engage in post-completion optional practical training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT, as described in paragraph (f)(5)(i)(D) of this section. An F-1 student described in this section may be admitted for a period of up to 30 days before the indicated report date or program start date listed on Form I-20 or successor form. An alien described in this paragraph may remain in the United States for an additional 30 days as provided in paragraph (f)(5)(v) of this section. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date or the 4-year maximum period of admission do not count toward the maximum length of stay. The admission periods described in this paragraph are subject to the following exceptions:"
6d40b2196b44f01e:C03,3,8 CFR 214.2(f)(7)(i),regulatory_text,,"(i) Eligibility. USCIS may grant an extension of stay to an F-1 student who has maintained his or her F-1 status, but who is unable to complete his or her program by the end of his or her authorized period of admission. Such student may be eligible for an extension if the designated school official issues a new Form I-20 or successor form certifying that the student is eligible under this paragraph. An F-1 student may be granted an extension if it is established that the student:"
6d40b2196b44f01e:C03,4,90 FR 42094,agency_explanation,,"Under proposed 8 CFR 214.2(f)(7)(vii), if USCIS denies the request for an extension, and the period of admission for the student and his or her dependents has expired, then the student and his or her dependents would need to immediately depart the United States. As with other nonimmigrant classifications, they would not be given any period of time to prepare for departure from the United States after the denial, and there may be significant immigration consequences for failing to depart the country immediately. For example, such aliens generally would begin to accrue unlawful presence the day after the issuance of the denial. DHS believes this standard provides parity across nonimmigrant classifications and invites the public to submit comments on this issue as well as the proposed EOS application process."
6d40b2196b44f01e:C03,5,90 FR 42086,agency_explanation,,"Under this proposal, if the EOS request is denied, the alien must cease working and depart the United States immediately. As with most other nonimmigrant classifications, they would not be given any period of time to prepare for departure from the United States after the denial, and there may be significant immigration consequences for failing to depart the country immediately. For example, such aliens generally would begin to accrue unlawful presence the day after the issuance of the denial. DHS believes this proposed standard provides parity across nonimmigrant classifications."
6d40b2196b44f01e:C05,1,90 FR 42073,agency_explanation,,"Providing for collection of biometric information in conjunction with an EOS application for F, J, and I nonimmigrants as may be required by 8 CFR 103.16;"
6d40b2196b44f01e:C05,2,90 FR 42072,agency_explanation,,"Striking all references to D/S for F, J, and I nonimmigrants;"
6d40b2196b44f01e:C05,3,8 CFR 214.2(j)(1)(ii)(C),regulatory_text,,"(C) Period of stay. A J-1 exchange visitor and J-2 spouse and unmarried children under the age of 21 may be admitted for a period up to 30 days before the report date or start of the approved program listed on Form DS-2019 or successor form. The dependents accompanying a J-1 exchange visitor are eligible for admission in J-2 status if the exchange visitor is admitted in J-1 status. A J-1 exchange visitor and J-2 accompanying dependents may remain in the United States for a period of 30 days from the program end date or the 4-year maximum period of admission, whichever is earlier, for the purposes of departure or to otherwise seek to maintain lawful status. The 30-day period will be reflected on the alien's Arrival/Departure Record, Form I-94 or successor form. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date or the 4-year maximum period of admission do not count towards the maximum period of admission."
6d40b2196b44f01e:C05,4,90 FR 42076,agency_explanation,,"The Department uses SEVIS, a web-based system, to maintain information regarding: SEVP-certified schools; F-1 students studying in the United States (and their F-2 dependents); M-1 students enrolled in vocational programs in the United States (and their M-2 dependents); DOS-designated Exchange Visitor Program sponsors; and J-1 Exchange Visitor Program participants (and their J-2 dependents). SEVIS is necessary for national security and is consistent with the requirements in IIRIRA, the USA PATRIOT Act, and the 9/11 Commission Report."
6d40b2196b44f01e:C05,5,8 CFR 214.2(j)(1)(viii),regulatory_text,,"(viii) Use of SEVIS. The use of the Student and Exchange Visitor Information System (SEVIS) is mandatory for designated program sponsors. All designated program sponsors must issue a SEVIS Form DS-2019 to any exchange visitor requiring a reportable action (e.g., program extensions and requests for employment authorization), or for any aliens who must obtain a new nonimmigrant J visa. As of 2003, the records of all current or continuing exchange visitors must be entered in SEVIS."
b5e564589c6021a7:C03,1,90 FR 42073,agency_explanation,,Requiring any nonimmigrant who has completed a program at one educational level to only be allowed to begin another program at a higher educational level while in F-1 status and prohibiting a change to the same or a lower educational level while in F-1 status;
b5e564589c6021a7:C03,2,8 CFR 214.1(m)(1),regulatory_text,,"(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Aliens with F or J status who are properly maintaining their status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE] and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], plus the departure period of 60 days for F nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 120 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], and 30 days for J nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 90 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
b5e564589c6021a7:C03,3,90 FR 42073,agency_explanation,,"Limiting language training students to an aggregate 24-month period of stay, including breaks and an annual vacation;"
b5e564589c6021a7:C03,4,90 FR 42075,agency_explanation,,"On April 5, 1983, D/S was reinstituted with, among other changes, the implementation of new notification procedures for transfers between schools, improved reporting requirements for Designated School Officials (DSOs),[^33] a limit for enrollment in one educational level, and a requirement for F-1 students to apply for an EOS and, if applicable, a school transfer to pursue another educational program at the same level of educational attainment.[^34]"
b5e564589c6021a7:C03,5,90 FR 42077,agency_explanation,,"Apart from concerns about DSOs and school owners involved in fraudulent schemes, DHS also has concerns about the actions of the aliens themselves. Some aliens have used the F classification to reside in the United States for decades by continuously enrolling in or transferring between schools, a practice facilitated by the D/S framework.[^64] DHS has identified over 2,100 aliens who first entered as F-1 students between 2000 and 2010 and remain in active F-1 status as of April 6, 2025.[^65] To extend their stay, these aliens enrolled in consecutive educational programs, they transferred to new schools, or DSOs repeatedly extended their program end dates. This practice is not limited to any one particular type of school; students at community or junior colleges, universities, and language training schools have maintained F-1 status for lengthy periods. While these instances of extended stay may not always result in technical violations of the law, DHS is concerned that such stays violate the spirit of the law, given that student status is meant to be temporary, with the alien having no intention of abandoning their residence in a foreign country, and for the primary purpose of studying, not as a way to remain in the United States indefinitely.[^66]"
b5e564589c6021a7:C05,1,8 CFR 214.2(i)(3)(ii),regulatory_text,,"(ii) Foreign nationals travelling on a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders). An alien who presents a passport from the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders), may be admitted until the activities or assignments consistent with the I classification are completed, not to exceed 90 days."
b5e564589c6021a7:C05,2,90 FR 42073,agency_explanation,,"Providing for collection of biometric information in conjunction with an EOS application for F, J, and I nonimmigrants as may be required by 8 CFR 103.16;"
b5e564589c6021a7:C05,3,8 CFR 214.2(f)(7)(i),regulatory_text,,"(i) Eligibility. USCIS may grant an extension of stay to an F-1 student who has maintained his or her F-1 status, but who is unable to complete his or her program by the end of his or her authorized period of admission. Such student may be eligible for an extension if the designated school official issues a new Form I-20 or successor form certifying that the student is eligible under this paragraph. An F-1 student may be granted an extension if it is established that the student:"
b5e564589c6021a7:C05,4,90 FR 42078,agency_explanation,,"The U.S. Government Accountability Office (GAO) has reported on DHS's concerns about DSOs and nonimmigrant students. In 2019, GAO and ICE published a report identifying fraud risks to SEVP related to managing school recertification and program training. The report included vulnerabilities associated with involving school owners and DSOs in overseeing the maintenance of status of F-1 students.[^69] In the report, GAO identified fraud vulnerabilities on the part of both students and schools. Examples include students claiming to maintain status when they are not, such as failing to attend class or working without appropriate authorization, or school owners not requiring enrolled students to attend classes or creating fraudulent documentation for students who are ineligible for the academic program. GAO recommended that ICE develop a fraud risk profile and use data analytics to identify potential fraud indicators in schools petitioning for certification, develop and implement fraud training for DSOs, and strengthen background checks for DSOs.[^70]"
b5e564589c6021a7:C05,5,90 FR 42070,procedural,,"DHS will post your comments to the federal e-Rulemaking Portal at https://www.regulations.gov and will include any personal information you provide. Therefore, submitting this information makes it public. You may wish to consider limiting the amount of personal information that you provide in any voluntary public comment submission. DHS may withhold from public viewing information provided in comments that it determines is offensive. For more information, please read the ""Privacy & Security Notice"" via the link in the footer of https://www.regulations.gov. DHS will consider all comments and materials received during the comment period and may change this rule based on your comments."
ea2038472c019f65:C01,1,90 FR 42072,agency_explanation,,"Striking all references to D/S for F, J, and I nonimmigrants;"
ea2038472c019f65:C01,2,8 CFR 214.2(f)(5)(i),regulatory_text,,"(5) Period of Stay--(i) General. An F-1 student is admitted for a fixed period of time, which is the period necessary to complete the course of study indicated on the Form I-20, or successor form, not to exceed a period of 4 years, plus additional times noted in this paragraph. A continuing F-1 student may be granted additional time following the completion of studies to engage in post-completion optional practical training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT, as described in paragraph (f)(5)(i)(D) of this section. An F-1 student described in this section may be admitted for a period of up to 30 days before the indicated report date or program start date listed on Form I-20 or successor form. An alien described in this paragraph may remain in the United States for an additional 30 days as provided in paragraph (f)(5)(v) of this section. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date or the 4-year maximum period of admission do not count toward the maximum length of stay. The admission periods described in this paragraph are subject to the following exceptions:"
ea2038472c019f65:C01,3,90 FR 42070,front_matter,,"Comments must be received on or before September 29, 2025. Information collection comment period: Comments on the information collection described in the Paperwork Reduction Act section below must be received by October 27, 2025."
ea2038472c019f65:C03,1,90 FR 42073,agency_explanation,,Prohibiting F-1 students at the graduate education level from changing programs at any point during a program of study.
ea2038472c019f65:C03,2,90 FR 42073,agency_explanation,,"For F-1 students changing educational objectives or transferring to an SEVP-certified school, requiring that the student complete his or her first academic year of a program of study at the school that initially issued his or her Form I-20 or successor form, unless an exception is authorized by SEVP;"
ea2038472c019f65:C03,3,90 FR 42090,agency_explanation,,"Each year, a number of U.S. employers seek to employ F-1 students and file a Form I-129, Petition for a Nonimmigrant Worker, with USCIS, along with a change of status request, to obtain classification of the F-1 student as an H-1B nonimmigrant worker. The H-1B nonimmigrant visa program allows U.S. employers to temporarily employ foreign workers in specialty occupations, defined by statute as occupations that require the theoretical and practical application of a body of highly specialized knowledge and a bachelor's or higher degree in the specific specialty, or its equivalent. See INA sections 101(a)(15)(H)(i)(b) and 214(i); 8 U.S.C. 1101(a)(15)(H)(i)(b) and 1184(i). The H-1B classification, however, is subject to annual numerical allocations, commonly referred to as a ""cap."" See INA sections 214(g)(1)(A) and (g)(5)(C); 8 U.S.C. 1184(g)(1)(A) and (g)(5)(C).[^117] For purposes of the H-1B numerical allocations, each fiscal year begins on October 1. Petitioners may not file H-1B petitions more than 6 months before the date of actual need for the employee.[^118] Thus, the earliest date an H-1B cap-subject petition may be filed for an allocation for a given fiscal year is April 1, 6 months prior to the start of the applicable fiscal year for which initial H-1B classification is sought. Many F-1 students complete a program of study or post-completion OPT in mid-spring or early summer. Per existing regulations, after completing their program or post-completion OPT, F-1 students have 60 days (which DHS is proposing to change to 30 days) to take the steps necessary to maintain legal status or depart the United States. See 8 CFR 214.2(f)(5)(iv) and proposed 8 CFR 214.2(f)(5)(v). However, because the change to H-1B status cannot occur until October 1, an F-1 student whose program or post-completion OPT expires in mid-spring has two or more months following the 60-day period before the authorized period of H-1B status can commence. To address this situation, commonly known as the ""cap-gap,"" DHS established regulations that automatically extended F-1 D/S and, if applicable, post-completion OPT employment authorization for certain F-1 nonimmigrants until April 1 of the fiscal year for which the H-1B status is being requested or until the validity start date of the approved petition, whichever is earlier. See 8 CFR 214.2(f)(5)(vi). The extension of F-1 D/S and OPT employment authorization is commonly known as the ""cap-gap extension."""
ea2038472c019f65:C03,4,90 FR 42082–42083,agency_explanation,,"Before arriving at the 4-year admission periods, DHS considered various options. DHS considered a standard 2-year admission for all F and J nonimmigrants. This option would give the Department more frequent direct check-in points with nonimmigrants than a 4-year maximum period of admission would. However, DHS was concerned it would unduly burden many F and J nonimmigrants. As discussed above, 4 years best accounts for the normal progress for most programs. With a 2-year admission period, students and exchange visitors participating in programs of greater duration would need to apply for additional time. Even considering those F or J nonimmigrants who are admitted into the U.S. after having already completed a portion of their program outside of the U.S., instituting a 2-year maximum period of stay would have required each nonimmigrant pursuing a 4-year program to extend, while 4 years allows additional time to complete a 4-year degree. This alternative also would place greater administrative burdens on USCIS and CBP compared to the proposed 4-year maximum period of admission. USCIS would have to adjudicate EOS applications more frequently, and CBP's workload would increase as individuals would travel to request admission at the POE, with a 2-year maximum period of stay rather than a 4-year one. Therefore, DHS believes an admission for the program end date, not to exceed 4 years, is the best option."
ea2038472c019f65:C03,5,90 FR 42070,front_matter,,"Comments must be received on or before September 29, 2025. Information collection comment period: Comments on the information collection described in the Paperwork Reduction Act section below must be received by October 27, 2025."
ea2038472c019f65:C04,1,8 CFR 214.1(m)(1),regulatory_text,,"(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Aliens with F or J status who are properly maintaining their status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE] and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], plus the departure period of 60 days for F nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 120 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], and 30 days for J nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 90 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
ea2038472c019f65:C04,2,8 CFR 214.2(f)(7)(i)(C)(1),regulatory_text,,"(1) A currently issued Form I-20, or successor form, indicating additional time is left to complete his or her program of study; or"
ea2038472c019f65:C04,3,90 FR 42072,agency_explanation,,"Striking all references to D/S for F, J, and I nonimmigrants;"
ea2038472c019f65:C04,4,90 FR 42092,agency_explanation,,"Therefore, DHS is proposing to eliminate a reference to ""normal progress"" with respect to seeking a program extension and incorporate a new standard clarifying that acceptable reasons for requesting an extension of a stay for additional time to complete a program are: (1) compelling academic reasons; (2) a documented illness or medical condition; or (3) exceptional circumstances beyond the control of the alien. See proposed 8 CFR 214.2(f)(7)(i)(C).[^126] The first two factors are based on the current regulatory provisions for program extension, 8 CFR 214.2(f)(7)(iii), from current text (e.g., changes of major or research topics, and unexpected research problems). DHS proposes to clarify that, in addition to academic probation and suspension, a student's repeated inability or unwillingness to complete his or her course of study, as demonstrated by a pattern of failing classes and requesting multiple program extension, is not an acceptable reason to request an EOS for additional time to complete a program. See proposed 8 CFR 214.2(f)(7)(i)(C)(1). DHS expects bona fide students to be committed to their studies, attending classes as required, carrying a full course of study, and making reasonable efforts toward program completion. Repeatedly failing classes demonstrates that the student is not making reasonable efforts toward completing his or her program of study. Therefore, a student who has a pattern of failing classes that has resulted in multiple program extensions would not be qualified for an EOS. The prohibition against requesting an EOS would not include students such as those who, pursuant to DHS regulations, are making normal progress toward completing their program of study and still may not complete the program within 4 years due to the standard timeline and requirements for the program. Absent such factors as being placed on academic probation or suspension, or repeatedly failing classes, these students would be eligible for extension based upon compelling academic reasons. The prohibition would also not include cases in which the DSO properly authorized the student to drop below a full course of study as well as cases in which the status has been reinstated following a loss of status. In such a case, the student is eligible for reinstatement if the reduced course load was within a DSO's power to authorize. A student would be expected to provide evidence demonstrating the compelling academic reason in order for the DSO to recommend a program extension. The student may then apply for an EOS. While a letter from the student may be sufficient to meet his or her burden of proof, an immigration officer will evaluate the individual case and make the determination as to whether additional evidence (such as a letter from a member of the school administration or faculty) is needed to adjudicate the case."
ea2038472c019f65:C04,5,90 FR 42091,agency_explanation,,"Under existing regulations, F-1 students may obtain a program extension from a DSO as long as they are maintaining status and making normal progress toward the completion of their educational objectives. See existing 8 CFR 214.2(f)(7)(i) and (iii). The problem with the ""normal progress"" standard is that it is undefined, and DHS believes that retaining it could lead to inconsistent adjudications. Even now, the lack of a standard definition for normal progress leads DSOs to inconsistently extend F-1 students' program end dates and thus their stay in the United States. Some DSOs use a strict standard, evaluating, for example, documentation to support a student's claim of a compelling medical condition or illness that serve as the basis for the student's request for extension of the student's current program. However, other DSOs claim that the student is making ""normal progress"" whenever a student simply needs more time to complete the program. This inconsistency results in some students being able to remain in F-1 status for years simply by having the DSO update the Form I-20 without providing a justification as to how the student is making ""normal progress"" and what academic or medical circumstances necessitate the extension of the program."
09b09e28efee3db8:C03,1,90 FR 42073,agency_explanation,,"Limiting language training students to an aggregate 24-month period of stay, including breaks and an annual vacation;"
09b09e28efee3db8:C03,2,90 FR 42073,agency_explanation,,Decreasing from 60 to 30 days the allowed period for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or authorized period of post-completion practical training;
09b09e28efee3db8:C03,3,8 CFR 214.1(m)(1),regulatory_text,,"(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Aliens with F or J status who are properly maintaining their status on [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE] and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from [DHS WILL INSERT DATE 60 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], plus the departure period of 60 days for F nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 120 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE], and 30 days for J nonimmigrants, which is [DHS WILL INSERT DATE 4 YEARS AND 90 DAYS AFTER DATE OF PUBLICATION OF THE FINAL RULE]. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and Science Technology Engineering and Mathematics (STEM) OPT, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
09b09e28efee3db8:C03,4,90 FR 42087,agency_explanation,,"Fifth, F-1 students in a language training program would be restricted to an aggregate of 24 months of language study, which would include breaks and an annual vacation. See proposed 8 CFR 214.2(f)(5)(i)(A). DHS is proposing this limitation as a way to prevent abuse of the F-1 program. Public Law 111-306, enacted on December 14, 2010, and effective since 2011, requires language training schools enrolling F-1 students to be accredited by an accrediting agency recognized by ED. DHS has found students enrolling in lengthy periods of language training, in some cases for more than two decades.[^101] DHS has also identified students who enrolled in language training programs despite previously being enrolled in or completing undergraduate and graduate programs requiring English language proficiency.[^102] Unlike degree programs that typically have prescribed course completion requirements, there are no nationally-recognized, standard completion requirements for language training programs and students are able to enroll in language training programs for lengthy periods of time. The lengthy enrollment in a language program, including enrollment in language courses for long periods subsequent to completion of a program of study that requires proficiency in English, raises concerns about whether the F-1 nonimmigrants meet the statutory definition of a bona fide student with the intent of entering the United States for temporary study.[^103] Therefore, DHS proposes a 24-month aggregate limit for F-1 students to participate in a language training program, as it would provide a reasonable period of time for students to attain proficiency while mitigating the Department's concerns about the integrity of the program. This timeframe generally comports with the amount of time needed to gain the highest level of English proficiency under the Cambridge English Exam.[^104]"
09b09e28efee3db8:C03,5,90 FR 42095,agency_explanation,,"DHS proposes to retain some of the current school transfer and change of educational level conditions. First, as is the case currently, aliens would need to begin classes at the transfer school or program within 5 months of transferring out of the current school or within 5 months of the program completion date on his or her current Form I-20; and second, if the alien is authorized to engage in post-completion OPT, he or she must be able to resume classes within 5 months of changing programs or transferring out of the school that recommended OPT or the date the OPT authorization ends, whichever is earlier. See proposed CFR 214.2(f)(8)(i)(E) and (F)."
