article_id,claim_id,claim_rank,claim_text,claim_category,speaker,organization,verdict,verdict_explanation,needs_review
d38d6710ad7bf98e,d38d6710ad7bf98e:C02,1,F Visas (International Students) are capped at a maximum stay of four years.,policy,,,contradicted,"The claim states F visas are capped at maximum stay of 4 years; however, evidence shows F-1 students admitted to English language training programs are limited to 24 months plus 30-day departure (final:8 CFR 214.2/p7). Transition provisions allow currently maintaining F students on D/S as of September 15, 2026 to stay up to 4 years from that date plus a 60-day departure period (final:8 CFR 214.1/p25). But the overall rule is not a simple fixed 4-year cap for all F students. Graduate and doctoral students have additional complexities and sometimes extended periods (final:III.C.2/p1). Therefore, the claim that all F visa holders are capped at 4 years is an overstatement and contradicted by the segmented limits and transition rules.",True
d38d6710ad7bf98e,d38d6710ad7bf98e:C09,2,"Graduate students are strictly forbidden from changing fields, altering educational objectives, or transferring schools without explicit, prior government approval.",policy,,,partially_supported,"The rule prohibits graduate-level F-1 students from changing educational objectives at any point during their program (final:II.C/p15, final:V.A/p17). Transfers require completing the first academic year at the original school unless SEVP authorizes exceptions (final:II.C/p14, final:8 CFR 214.2/p47). The claim is mostly correct about prohibitions on changing fields or transferring without explicit prior approval. However, the term 'strictly forbidden' may be overstated as SEVP can authorize exceptions for transfers. The claim’s wording overstates a zero-tolerance rule; thus, it is partially supported.",True
d38d6710ad7bf98e,d38d6710ad7bf98e:C10,3,Individuals enrolled in longer tracks (such as 5-year degrees or Ph.D. programs) must submit formal extension requests with biometric screening and additional fees directly to U.S. Citizenship and Immigration Services (USCIS).,policy,,,partially_supported,"The final rule text (8 CFR 214.2(f)(7)(iii)(A)) requires that an F-1 student must file an extension of stay (EOS) application with USCIS, including submitting an updated endorsed Form I-20, evidence of sufficient funds, any required biometrics, and a fee. The agency explanation confirms USCIS may require biometrics as part of the application process. The claim that individuals on longer tracks must submit formal extension requests with biometric screening and additional fees directly to USCIS is directly supported by these sources. Number/date values not found in cited evidence: 5.",True
d38d6710ad7bf98e,d38d6710ad7bf98e:C06,4,I Visas (Foreign Journalists) are dramatically reduced to an initial stay of up to 240 days.,policy,,,supported,"The evidence shows I visa holders are admitted for necessary time for assignments, not exceeding 240 days, except Chinese nationals are limited to 90 days per admission (final:8 CFR 214.2/p73,p74). Extensions of stay may be requested for up to 240 days per extension (final:8 CFR 214.2/p76), and automatic stay extensions up to 240 days during timely extension applications exist (final:8 CFR 214.2/p28). DHS clarifies the 240-day limit applies (final:II.C/p34). Thus, initial stays for I visas are limited generally to up to 240 days, supporting the claim of dramatic reduction for foreign journalists.",True
d38d6710ad7bf98e,d38d6710ad7bf98e:C12,5,"Current visa holders residing in the United States will automatically transition to the new framework, with their remaining authorized stays capped at four years from the rule’s eventual effective date.",policy,,,supported,"The final rule states that F and J nonimmigrants in the U.S. maintaining status on the effective date will remain valid in status without needing to file an extension until their program end date or four years from that date, whichever is earlier, plus a departure period of 60 days for F nonimmigrants and 30 days for J nonimmigrants. The agency explanation clarifies this automatic transition to the new framework with authorized stays capped at 4 years from the rule's effective date. This explicit allowance supports the claim fully.",True
d38d6710ad7bf98e,d38d6710ad7bf98e:C01,6,"The Donald Trump administration finalized a sweeping immigration rule that officially eliminates the open-ended “duration of status” framework, replacing it with strict fixed-term limits for international students, exchange visitors, and foreign journalists.",policy,,Donald Trump administration,supported,"The final rule explicitly changes the admissions for F, J, and I classifications from duration of status to fixed time periods (final:FRONT.SUMMARY/p1, final:V/p2). It ends admission for D/S for F students, J exchange visitors, and I foreign media representatives and replaces it with fixed admissions (KF-DS-01 equivalent). The J-1 exchange visitor admission length is specifically capped by Form DS-2019 program length up to 4 years (final:8 CFR 214.2/p87). DHS reasoning about replacing D/S with fixed terms for F and J categories supports the claim (final:III.C.3/p8). The policy is finalized as of July 17, 2026, per timeline.",False
65a2e61fa19416e7,65a2e61fa19416e7:C02,1,The new rule imposes a four-year limit on the F-1 visa stay period.,policy,Department of Homeland Security (DHS),Department of Homeland Security (DHS),supported,"The final rule explicitly states an F-1 student is admitted for the program length up to a maximum of 4 years per admission (8 CFR 214.2(f)(5)(i)). Extensions can be applied for with a new Form I-20 and USCIS approval. The explanation of the four-year cap and its calculation is clear, and the rule retains provisions for extensions, so the four-year limit is not a hard lifetime cap but applies as a base admission period.",True
65a2e61fa19416e7,65a2e61fa19416e7:C01,2,The United States’ new F-1 visa rule ends the 'duration of status' system for international students.,policy,Department of Homeland Security (DHS),Department of Homeland Security (DHS),supported,The evidence from the DHS final rule summary and regulatory text confirms that the previous 'duration of status' system for F-1 students is ended and replaced with admission for a fixed time period. The regulatory text (8 CFR 214.2(f)(5)(v)) details the requirement that students who end study early must leave or maintain status within 30 days. Extensions of stay are provided through USCIS applications after new Form I-20 issuance. Historical context supports the change from D/S to fixed admission periods.,False
65a2e61fa19416e7,65a2e61fa19416e7:C03,3,The post-study grace period has been reduced from 60 days to 30 days under the new F-1 visa rule.,policy,Department of Homeland Security (DHS),Department of Homeland Security (DHS),supported,"The final rule text and agency explanations confirm the reduction of the post-study grace period from 60 days to 30 days. The regulatory text and explanatory passages highlight the 30-day departure period from program end date or end of authorized OPT, replacing the previous 60-day period. The effective date and transition provisions are consistent with the claim.",False
65a2e61fa19416e7,65a2e61fa19416e7:C04,4,"Students requiring additional time beyond four years may need to apply for formal extensions through USCIS, potentially involving additional documentation, fees and processing delays.",policy,Department of Homeland Security (DHS),Department of Homeland Security (DHS),supported,"The regulatory and explanatory texts describe the requirement for students needing more time to obtain a new Form I-20 and then file for an extension of stay (EOS) application with USCIS. The process involves discretionary USCIS approval, additional documentation, fees, and adjudication, including background and security checks. The requirement to separately apply for reinstatement if status is violated, and possible delays, supports the claim of additional procedural steps and potential delays.",False
de5a27e8831b88a5,de5a27e8831b88a5:C05,1,The rule counts Optional Practical Training and STEM OPT towards that four-year limit.,policy,,Department of Homeland Security,partially_supported,"The final rule reduces the departure preparation period from 60 to 30 days (II.C/p21) and addresses post-completion OPT and STEM OPT work authorizations in 8 CFR 214.1(m)(1)(i). While OPT and STEM OPT periods allow admission until EAD expiration plus 30 days (8 CFR 214.1(a)(4)(iii)), the evidence does not explicitly state these periods count towards the four-year limit. In fact, OPT/STEM OPT are authorized until the EAD expiration, but the text does not specifically indicate deducting these periods from the four-year cap. Thus, the claim that OPT and STEM OPT count towards the four-year limit is only partially supported.",True
de5a27e8831b88a5,de5a27e8831b88a5:C06,2,The rule cuts the grace period after completion of studies from 60 days to 30 days and requires students to obtain USCIS approval through Form I-539 for any extension.,policy,,Department of Homeland Security,partially_supported,"The rule decreases the grace period for F-1 nonimmigrants after completion of study or post-completion practical training from 60 to 30 days (II.C/p21 and V.F.3/p5). Extensions require USCIS approval; generally, an F-1 student must file Form I-539 for an extension as stated in 8 CFR 214.1(m)(1). However, for students filing timely applications for post-completion OPT or STEM OPT by March 18, 2027, filing Form I-539 is not required (8 CFR 214.1(m)(1)(i)). Therefore, the claim that the rule cuts the grace period to 30 days and requires Form I-539 for any extension is partially supported, as exceptions exist for OPT/STEM OPT applicants.",True
de5a27e8831b88a5,de5a27e8831b88a5:C14,3,"FIIDS proposed statutory exemptions for graduate and STEM programmes whose median completion periods exceed 48 months, subject to a 64-month limit with automatic extensions.",policy,The Foundation for India and Indian Diaspora Studies (FIIDS),The Foundation for India and Indian Diaspora Studies (FIIDS),unresolved,"The provided proposed rule excerpts discuss limits for language training students (24 months), OPT/STEM OPT provisions, and admission restrictions for Chinese passport holders, but do not mention statutory exemptions for graduate and STEM programs with median completion periods exceeding 48 months, nor a 64-month limit with automatic extensions. Therefore, this claim cannot be verified based on the supplied evidence.",True
de5a27e8831b88a5,de5a27e8831b88a5:C16,4,"FIIDS proposed automatic extensions for students in good standing, exclusion of OPT and STEM OPT from the four-year calculation, faster processing of Form I-539 applications and restoration of the 60-day grace period.",policy,The Foundation for India and Indian Diaspora Studies (FIIDS),The Foundation for India and Indian Diaspora Studies (FIIDS),unresolved,"The proposals mention exemptions from filing Form I-539 for OPT/STEM OPT under certain conditions, transition provisions maintaining 4-year maximum stay plus departure periods, and reduction of the grace period to 30 days. However, the supplied evidence does not include explicit text about automatic extensions for students in good standing, exclusion of OPT and STEM OPT from the 4-year calculation, faster processing of I-539 applications, or restoration of the 60-day grace period. Therefore, these aspects of the claim are not verifiable from the provided evidence.",True
de5a27e8831b88a5,de5a27e8831b88a5:C04,5,"The rule ends the decades-old ""duration of status"" policy and imposes a maximum stay of four years.",policy,,Department of Homeland Security,supported,"The final rule text and agency explanations confirm that the rule ends the decades-old 'duration of status' (D/S) admission for F and J classifications (and I), replacing it with admission for a fixed time period, including a maximum stay of four years. Specifically, 8 CFR 214.2(j)(1)(ii)(A) caps the J-1 program length at four years. The transition provisions in 8 CFR 214.1(m)(1) define a four-year limit starting September 15, 2026, with specific departure periods thereafter. Agency explanation (V.E.1) confirms this change from duration of status to fixed admission periods.",True
6106154cd96d400d,6106154cd96d400d:C02,1,"F-1 student visa holders, J-1 exchange visitors and I visa holders for foreign journalists will generally be admitted for a maximum of four years under the new framework.",policy,US Department of Homeland Security (DHS),US Department of Homeland Security (DHS),partially_supported,"The rule limits J-1 exchange visitors to a maximum of 4 years admission generally. However, I visa holders from the People's Republic of China are admitted for up to 90 days (excluding Hong Kong and Macau passports). The claim that F-1, J-1, and I visa holders will generally be admitted for up to 4 years omits that some I visa holders (Chinese passport holders) have a 90-day limit. Therefore, the claim is partially supported.",True
6106154cd96d400d,6106154cd96d400d:C03,2,"Students completing their studies will have only 30 days to remain in the US, down from the current 60-day grace period.",policy,US Department of Homeland Security (DHS),US Department of Homeland Security (DHS),partially_supported,"The evidence shows the grace period for departing F-1 students after completion is reduced from 60 to 30 days. However, students who are properly maintaining status on September 15, 2026, generally retain a 60-day departure period. Thus, the claim describing a universal reduction to 30 days is partially supported but missing the transition rule exceptions.",True
6106154cd96d400d,6106154cd96d400d:C01,3,"The US Department of Homeland Security (DHS) has finalised a new rule replacing the long-standing ""Duration of Status"" (D/S) system with a fixed admission period.",policy,US Department of Homeland Security (DHS),US Department of Homeland Security (DHS),supported,"The evidence confirms that the DHS final rule replaces the 'Duration of Status' system with fixed admission periods for F, J, and I classifications, specifically ending admission for 'duration of status' and instituting fixed admission periods, as stated in the summary and regulatory text.",False
6106154cd96d400d,6106154cd96d400d:C04,4,"Those requiring additional time must apply for an extension through Form I-539, subject to approval by US Citizenship and Immigration Services (USCIS).",policy,US Department of Homeland Security (DHS),US Department of Homeland Security (DHS),supported,"The evidence explicitly states that those needing additional time must apply for an extension of stay (Form I-539) with USCIS, subject to discretionary approval, following issuance of a new Form I-20 by the designated school official.",False
6106154cd96d400d,6106154cd96d400d:C05,5,The rule takes effect on September 15.,policy,US Department of Homeland Security (DHS),US Department of Homeland Security (DHS),supported,"The final rule's effective date is set as September 15, 2026, confirmed by regulatory text and front matter. DHS may publish a notice if the date changes after congressional review. Thus, the claim that the rule takes effect on September 15 is supported.",False
6106154cd96d400d,6106154cd96d400d:C06,6,Students already in the United States under the current Duration of Status (D/S) system on September 15 will be allowed to continue until the programme completion date listed on their Form I-20 or until the end of approved Optional Practical Training (OPT) or STEM OPT.,policy,US Department of Homeland Security (DHS),US Department of Homeland Security (DHS),supported,"Persons in the U.S. on D/S at the effective date maintaining status may continue until program end date or approved OPT/STEM OPT end date, as detailed in transition provisions, consistent with the claim.",False
865b6f64b98a7c95,865b6f64b98a7c95:C08,1,"Trump is also cutting back on the period in which foreigners may linger in the U.S. after completing their programs, reducing it from 60 to 30 days.",policy,Trump Administration,,contradicted,"The claim that Trump is cutting the post-completion stay period from 60 to 30 days is contradicted. The rule clarifies that the 60-day departure period after program completion remains in effect for F students, and 30 days applies only to J visitors. The claim misstates that the period is reduced to 30 days for F-1 students.",False
865b6f64b98a7c95,865b6f64b98a7c95:C06,2,"The F-1 visa program has been allowing foreigners to remain on visas here for the 'duration of their status' at their university, with no time limit.",policy,,,partially_supported,"The claim that the F-1 visa program has allowed foreigners to remain on visas for the 'duration of their status' with no time limit is partially supported: the regulation indicates transition from D/S to fixed admission periods happens starting September 15, 2026, allowing maintenance of status until program end date or EAD expiration up to 4 years from that date with departure periods. However, the phrase 'no time limit' is overstated since there is a maximum fixed 4-year period under new rules.",True
865b6f64b98a7c95,865b6f64b98a7c95:C01,3,New rules announced by the Trump Administration are addressing the flood of foreign students at American universities.,government_position,Trump Administration,,unresolved,No provided evidence explicitly mentions rules announced by the Trump Administration addressing a flood of foreign students at American universities. The documents detail changes in student visa regulations but do not link these directly to an administration or to addressing a 'flood' of students.,True
865b6f64b98a7c95,865b6f64b98a7c95:C04,4,"In July 2023, the U.S. Court of Appeals for the Fifth Circuit ruled against a challenge to how a public Texas university charged only in-state tuition to illegal aliens, while charging much higher out-of-state tuition to American citizens.",policy,,U.S. Court of Appeals for the Fifth Circuit,unresolved,No relevant evidence from the supplied documents addresses or confirms the claim about a July 2023 U.S. Court of Appeals Fifth Circuit ruling concerning Texas university tuition charging policies.,True
865b6f64b98a7c95,865b6f64b98a7c95:C05,5,But this month the same court upheld by a 2-1 vote a settlement with the Trump Administration whereby Texas agreed to stop enrolling illegal aliens at preferential tuition rates.,policy,,U.S. Court of Appeals for the Fifth Circuit,unresolved,The claim concerns litigation activity not established by the indexed September 14 ruling.,True
865b6f64b98a7c95,865b6f64b98a7c95:C07,6,"Under a new rule issued by Trump’s Department of Homeland Security, most new F-1 students will receive visas that expire after a fixed period of time, usually four years.",policy,Trump’s Department of Homeland Security,,supported,"The evidence shows that under the new DHS rule, F-1 students are admitted for fixed periods not to exceed 4 years per admission, with provisions for extensions, which supports the claim that most new F-1 students will receive visas expiring after a fixed period, usually four years.",False
a04e3cef0a75d9cf,a04e3cef0a75d9cf:C01,1,The Department of Homeland Security (DHS) rule would have ended duration of status for international students studying at U.S. universities.,policy,,Department of Homeland Security (DHS),supported,"The final rule amends DHS regulations to change the admission period for F, J, and I classifications from duration of status to a fixed time period, effectively ending duration of status for these categories. The evidence states the rule would end duration of status for these international students, matching the claim.",True
a04e3cef0a75d9cf,a04e3cef0a75d9cf:C02,2,"The rule was scheduled to take effect on Sept. 15, 2026.",policy,,,supported,"The final rule's effective date is specified as September 15, 2026, in the regulatory text and summary, confirming the scheduled effective date claimed.",False
a04e3cef0a75d9cf,a04e3cef0a75d9cf:C03,3,U.S. District Judge F. Dennis Saylor IV issued a preliminary injunction blocking the rule from taking effect.,government_position,U.S. District Judge F. Dennis Saylor IV,,supported,"The court order signed by U.S. District Judge F. Dennis Saylor IV on September 14, 2026, granted a preliminary injunction postponing the effective date of the final rule and enjoining its implementation, directly supporting the claim.",False
a04e3cef0a75d9cf,a04e3cef0a75d9cf:C04,4,"The judge noted the potential damage such a policy could cause to American higher education and the economy, describing it as ""likely to be catastrophic.""",government_position,U.S. District Judge F. Dennis Saylor IV,,supported,"The judge's memorandum discusses the likely catastrophic damage to American higher education and the economy caused by the rule, using language equivalent to 'likely to be catastrophic,' supporting the claim.",False
